Area;Year;Item;Months;Unit;Value
Uzbekistan;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;309.870031
Uzbekistan;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;313.030705
Uzbekistan;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;318.759167
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;321.404868
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;323.236876
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;328.020781
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;330.448135
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;327.507147
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;323.675313
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;320.05015
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;322.002456
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;324.868277
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;324.71951
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;324.759889
Uzbekistan;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;324.814693
Uzbekistan;2015;Food price inflation;January;%;7.832642
Uzbekistan;2015;Food price inflation;February;%;7.623241
Uzbekistan;2015;Food price inflation;March;%;7.455506
Uzbekistan;2015;Food price inflation;April;%;7.24661
Uzbekistan;2015;Food price inflation;May;%;7.316544
Uzbekistan;2015;Food price inflation;June;%;7.203845
Uzbekistan;2015;Food price inflation;July;%;7.062157
Uzbekistan;2015;Food price inflation;August;%;6.922128
Uzbekistan;2015;Food price inflation;September;%;6.963641
Uzbekistan;2015;Food price inflation;October;%;7.005179
Uzbekistan;2015;Food price inflation;November;%;7.240724
Uzbekistan;2015;Food price inflation;December;%;4.886129
Uzbekistan;2016;Food price inflation;January;%;6.131745
Uzbekistan;2016;Food price inflation;February;%;6.423738
Uzbekistan;2016;Food price inflation;March;%;6.048142
Uzbekistan;2016;Food price inflation;April;%;4.695385
Uzbekistan;2016;Food price inflation;May;%;4.001449
Uzbekistan;2016;Food price inflation;June;%;3.351326
Uzbekistan;2016;Food price inflation;July;%;3.107596
Uzbekistan;2016;Food price inflation;August;%;3.137371
Uzbekistan;2016;Food price inflation;September;%;4.080395
Uzbekistan;2016;Food price inflation;October;%;4.176322
Uzbekistan;2016;Food price inflation;November;%;4.588593
Uzbekistan;2016;Food price inflation;December;%;9.113118
Uzbekistan;2017;Food price inflation;January;%;9.586276
Uzbekistan;2017;Food price inflation;February;%;10.956175
Uzbekistan;2017;Food price inflation;March;%;12.413108
Uzbekistan;2017;Food price inflation;April;%;14.157527
Uzbekistan;2017;Food price inflation;June;%;18.135765
Uzbekistan;2017;Food price inflation;July;%;20.639835
Uzbekistan;2017;Food price inflation;August;%;22.233713
Uzbekistan;2017;Food price inflation;September;%;21.334681
Uzbekistan;2017;Food price inflation;October;%;21.335992
Uzbekistan;2017;Food price inflation;November;%;21.232877
Uzbekistan;2017;Food price inflation;December;%;25.733207
Uzbekistan;2018;Food price inflation;January;%;26.703499
Uzbekistan;2018;Food price inflation;February;%;24.86535
Uzbekistan;2018;Food price inflation;March;%;24.469965
Uzbekistan;2018;Food price inflation;April;%;23.406114
Uzbekistan;2018;Food price inflation;May;%;21.336761
Uzbekistan;2018;Food price inflation;June;%;19.296741
Uzbekistan;2018;Food price inflation;July;%;16.253208
Uzbekistan;2018;Food price inflation;August;%;15.313029
Uzbekistan;2018;Food price inflation;September;%;17.333333
Uzbekistan;2018;Food price inflation;October;%;18.405916
Uzbekistan;2018;Food price inflation;November;%;19.37046
Uzbekistan;2018;Food price inflation;December;%;14.89842
Uzbekistan;2019;Food price inflation;January;%;14.171512
Uzbekistan;2019;Food price inflation;February;%;15.240834
Uzbekistan;2019;Food price inflation;March;%;15.400994
Uzbekistan;2019;Food price inflation;April;%;16.135881
Uzbekistan;2019;Food price inflation;May;%;16.454802
Uzbekistan;2019;Food price inflation;June;%;16.391086
Uzbekistan;2019;Food price inflation;July;%;17.586461
Uzbekistan;2019;Food price inflation;August;%;19.882612
Uzbekistan;2019;Food price inflation;September;%;17.684659
Uzbekistan;2019;Food price inflation;October;%;18.181818
Uzbekistan;2019;Food price inflation;November;%;18.661258
Uzbekistan;2019;Food price inflation;December;%;18.729535
Uzbekistan;2020;Food price inflation;January;%;16.549968
Uzbekistan;2020;Food price inflation;February;%;15.811036
Uzbekistan;2020;Food price inflation;March;%;16.41066
Uzbekistan;2020;Food price inflation;April;%;19.256827
Uzbekistan;2020;Food price inflation;May;%;18.35783
Uzbekistan;2020;Food price inflation;June;%;18.935612
Uzbekistan;2020;Food price inflation;July;%;18.847765
Uzbekistan;2020;Food price inflation;August;%;16.531528
Uzbekistan;2020;Food price inflation;September;%;17.499577
Uzbekistan;2020;Food price inflation;October;%;17.058163
Uzbekistan;2020;Food price inflation;November;%;16.327287
Uzbekistan;2020;Food price inflation;December;%;15.364683
Uzbekistan;2021;Food price inflation;January;%;15.681296
Uzbekistan;2021;Food price inflation;February;%;14.711486
Uzbekistan;2021;Food price inflation;March;%;13.90144
Uzbekistan;2021;Food price inflation;April;%;13.60399
Uzbekistan;2021;Food price inflation;May;%;14.469717
Uzbekistan;2021;Food price inflation;June;%;14.840996
Uzbekistan;2021;Food price inflation;July;%;15.283453
Uzbekistan;2021;Food price inflation;August;%;15.743391
Uzbekistan;2021;Food price inflation;September;%;14.49823
Uzbekistan;2021;Food price inflation;October;%;14.050928
Uzbekistan;2021;Food price inflation;November;%;13.471819
Uzbekistan;2021;Food price inflation;December;%;13.039862
Uzbekistan;2022;Food price inflation;January;%;13.0287
Uzbekistan;2022;Food price inflation;February;%;13.073669
Uzbekistan;2022;Food price inflation;March;%;14.514453
Uzbekistan;2022;Food price inflation;April;%;13.348431
Uzbekistan;2022;Food price inflation;May;%;14.059044
Uzbekistan;2022;Food price inflation;June;%;16.490491
Uzbekistan;2022;Food price inflation;July;%;16.302243
Uzbekistan;2022;Food price inflation;August;%;16.244473
Uzbekistan;2022;Food price inflation;September;%;16.439842
Uzbekistan;2022;Food price inflation;October;%;15.686333
Uzbekistan;2022;Food price inflation;November;%;15.799874
Uzbekistan;2022;Food price inflation;December;%;15.346024
Uzbekistan;2023;Food price inflation;January;%;15.163766
Uzbekistan;2023;Food price inflation;February;%;15.369866
Uzbekistan;2023;Food price inflation;March;%;14.300289
Uzbekistan;2023;Food price inflation;April;%;13.393836
Uzbekistan;2023;Food price inflation;May;%;12.586443
Uzbekistan;2023;Food price inflation;June;%;9.857817
Uzbekistan;2023;Food price inflation;July;%;10.035635
Uzbekistan;2023;Food price inflation;August;%;9.970014
Uzbekistan;2023;Food price inflation;September;%;10.59953
Uzbekistan;2023;Food price inflation;October;%;10.424893
Uzbekistan;2023;Food price inflation;November;%;9.558731
Uzbekistan;2023;Food price inflation;December;%;9.256976
Uzbekistan;2024;Food price inflation;January;%;8.813896
Uzbekistan;2024;Food price inflation;February;%;8.198335
Uzbekistan;2024;Food price inflation;March;%;7.357434
Uzbekistan;2024;Food price inflation;April;%;6.445083
Uzbekistan;2024;Food price inflation;May;%;3.699139
Uzbekistan;2024;Food price inflation;June;%;3.131443
Uzbekistan;2024;Food price inflation;July;%;2.423137
Uzbekistan;2024;Food price inflation;August;%;2.311088
Uzbekistan;2024;Food price inflation;September;%;1.809071
Uzbekistan;2024;Food price inflation;October;%;1.678249
Uzbekistan;2024;Food price inflation;November;%;1.507429
Uzbekistan;2024;Food price inflation;December;%;1.957995
Uzbekistan;2025;Food price inflation;January;%;2.099758
Uzbekistan;2025;Food price inflation;February;%;2.487001
Uzbekistan;2025;Food price inflation;March;%;3.188619
Uzbekistan;2025;Food price inflation;April;%;3.538062
Uzbekistan;2025;Food price inflation;May;%;4.914194
Uzbekistan;2025;Food price inflation;June;%;5.694901
Uzbekistan;2025;Food price inflation;July;%;6.286096
Uzbekistan;2025;Food price inflation;August;%;6.465991
Uzbekistan;2025;Food price inflation;September;%;5.930511
Uzbekistan;2025;Food price inflation;October;%;4.792164
Uzbekistan;2025;Food price inflation;November;%;3.746975
Uzbekistan;2025;Food price inflation;December;%;1.899718
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;99.579824
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;100.107597
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;100.467985
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;100.046019
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;99.825918
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;99.79597
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;99.895766
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;99.995662
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;99.865667
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;100.055412
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;100.104539
Viet Nam;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;100.262604
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;100.514965
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;102.503453
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;102.006824
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;102.002233
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;102.372196
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;102.585232
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;102.529221
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;102.389883
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;102.486335
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;102.663329
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;103.170177
Viet Nam;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;103.139639
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;102.89592
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;103.013016
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;102.115875
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;101.446506
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;99.999168
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;99.405473
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;99.942362
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;101.000652
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;101.08226
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;101.399558
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;101.515559
Viet Nam;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;101.286235
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;101.732907
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;103.289319
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;102.645827
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;102.464144
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;103.364906
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;104.479076
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;104.930321
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;105.843425
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;106.311888
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;106.543223
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;106.391505
Viet Nam;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;106.442999
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;107.149567
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;109.00229
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;107.452823
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;106.845285
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;106.897532
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;107.030833
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;107.383286
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;107.639932
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;108.237441
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;109.366358
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;112.361137
Viet Nam;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;116.199618
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;118.857916
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;119.161836
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;118.654683
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;119.431871
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;119.84212
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;120.366429
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;120.148686
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;120.282412
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;119.913506
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;119.752822
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;119.811261
Viet Nam;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;119.31644
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;120.081736
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;122.009648
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;120.230748
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;120.079137
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;120.127288
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;119.968961
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;120.772633
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;121.668524
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;121.468744
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;119.916495
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;119.712757
Viet Nam;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;119.919262
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;119.917703
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;121.761557
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;121.438646
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;121.378534
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;121.711111
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;122.690277
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;124.377023
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;125.683354
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;125.903426
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;126.067226
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;125.97961
Viet Nam;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;126.168327
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;127.203033
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;126.990986
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;126.255835
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;125.769876
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;126.070844
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;126.790834
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;127.59342
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;128.587246
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;129.521175
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;129.604845
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;129.732247
Viet Nam;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;129.868985
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;130.137684
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;132.369024
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;131.368712
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;131.203056
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;131.707531
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;132.69705
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;133.039409
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;133.394624
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;134.62719
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;135.368582
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;135.074697
Viet Nam;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;134.90018
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;135.892371
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;136.471409
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;136.4029
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;136.537885
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;136.605378
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;136.672871
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;136.875349
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;136.807857
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;137.347799
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;137.104479
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;137.104479
Viet Nam;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;138.129412
Viet Nam;2015;Food price inflation;January;%;2.108035
Viet Nam;2015;Food price inflation;February;%;1.482163
Viet Nam;2015;Food price inflation;March;%;2.834712
Viet Nam;2015;Food price inflation;April;%;2.249432
Viet Nam;2015;Food price inflation;May;%;1.851336
Viet Nam;2015;Food price inflation;June;%;1.536478
Viet Nam;2015;Food price inflation;July;%;1.374441
Viet Nam;2015;Food price inflation;August;%;1.02122
Viet Nam;2015;Food price inflation;September;%;0.668422
Viet Nam;2015;Food price inflation;October;%;0.809287
Viet Nam;2015;Food price inflation;November;%;0.889051
Viet Nam;2015;Food price inflation;December;%;0.967581
Viet Nam;2016;Food price inflation;January;%;0.939087
Viet Nam;2016;Food price inflation;February;%;2.393281
Viet Nam;2016;Food price inflation;March;%;1.531671
Viet Nam;2016;Food price inflation;April;%;1.955315
Viet Nam;2016;Food price inflation;May;%;2.550718
Viet Nam;2016;Food price inflation;June;%;2.794965
Viet Nam;2016;Food price inflation;July;%;2.636202
Viet Nam;2016;Food price inflation;August;%;2.394325
Viet Nam;2016;Food price inflation;September;%;2.624192
Viet Nam;2016;Food price inflation;October;%;2.606472
Viet Nam;2016;Food price inflation;November;%;3.062437
Viet Nam;2016;Food price inflation;December;%;2.869499
Viet Nam;2017;Food price inflation;January;%;2.368756
Viet Nam;2017;Food price inflation;February;%;0.497117
Viet Nam;2017;Food price inflation;March;%;0.106906
Viet Nam;2017;Food price inflation;April;%;-0.544819
Viet Nam;2017;Food price inflation;May;%;-2.318039
Viet Nam;2017;Food price inflation;June;%;-3.099626
Viet Nam;2017;Food price inflation;July;%;-2.523045
Viet Nam;2017;Food price inflation;August;%;-1.356805
Viet Nam;2017;Food price inflation;September;%;-1.370011
Viet Nam;2017;Food price inflation;October;%;-1.230986
Viet Nam;2017;Food price inflation;November;%;-1.603776
Viet Nam;2017;Food price inflation;December;%;-1.796985
Viet Nam;2018;Food price inflation;January;%;-1.130281
Viet Nam;2018;Food price inflation;February;%;0.268222
Viet Nam;2018;Food price inflation;March;%;0.518971
Viet Nam;2018;Food price inflation;April;%;1.003128
Viet Nam;2018;Food price inflation;May;%;3.365766
Viet Nam;2018;Food price inflation;June;%;5.103947
Viet Nam;2018;Food price inflation;July;%;4.990836
Viet Nam;2018;Food price inflation;August;%;4.794794
Viet Nam;2018;Food price inflation;September;%;5.173635
Viet Nam;2018;Food price inflation;October;%;5.07267
Viet Nam;2018;Food price inflation;November;%;4.803152
Viet Nam;2018;Food price inflation;December;%;5.091278
Viet Nam;2019;Food price inflation;January;%;5.324393
Viet Nam;2019;Food price inflation;February;%;5.531038
Viet Nam;2019;Food price inflation;March;%;4.68309
Viet Nam;2019;Food price inflation;April;%;4.27578
Viet Nam;2019;Food price inflation;May;%;3.417626
Viet Nam;2019;Food price inflation;June;%;2.442362
Viet Nam;2019;Food price inflation;July;%;2.337708
Viet Nam;2019;Food price inflation;August;%;1.697325
Viet Nam;2019;Food price inflation;September;%;1.81123
Viet Nam;2019;Food price inflation;October;%;2.649755
Viet Nam;2019;Food price inflation;November;%;5.611004
Viet Nam;2019;Food price inflation;December;%;9.166051
Viet Nam;2020;Food price inflation;January;%;10.927108
Viet Nam;2020;Food price inflation;February;%;9.320488
Viet Nam;2020;Food price inflation;March;%;10.42491
Viet Nam;2020;Food price inflation;April;%;11.780199
Viet Nam;2020;Food price inflation;May;%;12.109342
Viet Nam;2020;Food price inflation;June;%;12.459583
Viet Nam;2020;Food price inflation;July;%;11.887698
Viet Nam;2020;Food price inflation;August;%;11.745158
Viet Nam;2020;Food price inflation;September;%;10.787454
Viet Nam;2020;Food price inflation;October;%;9.496946
Viet Nam;2020;Food price inflation;November;%;6.630517
Viet Nam;2021;Food price inflation;January;%;1.029649
Viet Nam;2021;Food price inflation;February;%;2.389869
Viet Nam;2021;Food price inflation;March;%;1.328278
Viet Nam;2021;Food price inflation;April;%;0.541954
Viet Nam;2021;Food price inflation;May;%;0.237953
Viet Nam;2021;Food price inflation;June;%;-0.330215
Viet Nam;2021;Food price inflation;July;%;0.519312
Viet Nam;2021;Food price inflation;August;%;1.152382
Viet Nam;2021;Food price inflation;September;%;1.296967
Viet Nam;2021;Food price inflation;October;%;0.136676
Viet Nam;2021;Food price inflation;November;%;-0.082216
Viet Nam;2021;Food price inflation;December;%;0.505229
Viet Nam;2022;Food price inflation;January;%;-0.136601
Viet Nam;2022;Food price inflation;February;%;-0.203337
Viet Nam;2022;Food price inflation;March;%;1.00465
Viet Nam;2022;Food price inflation;April;%;1.082117
Viet Nam;2022;Food price inflation;May;%;1.318453
Viet Nam;2022;Food price inflation;June;%;2.26835
Viet Nam;2022;Food price inflation;July;%;2.984443
Viet Nam;2022;Food price inflation;August;%;3.29981
Viet Nam;2022;Food price inflation;September;%;3.650883
Viet Nam;2022;Food price inflation;October;%;5.129178
Viet Nam;2022;Food price inflation;November;%;5.234908
Viet Nam;2022;Food price inflation;December;%;5.211061
Viet Nam;2023;Food price inflation;January;%;6.075275
Viet Nam;2023;Food price inflation;February;%;4.294811
Viet Nam;2023;Food price inflation;March;%;3.966768
Viet Nam;2023;Food price inflation;April;%;3.617891
Viet Nam;2023;Food price inflation;May;%;3.582034
Viet Nam;2023;Food price inflation;June;%;3.342203
Viet Nam;2023;Food price inflation;July;%;2.586006
Viet Nam;2023;Food price inflation;August;%;2.310482
Viet Nam;2023;Food price inflation;September;%;2.873432
Viet Nam;2023;Food price inflation;October;%;2.806137
Viet Nam;2023;Food price inflation;November;%;2.978766
Viet Nam;2023;Food price inflation;December;%;2.933111
Viet Nam;2024;Food price inflation;January;%;2.30706
Viet Nam;2024;Food price inflation;February;%;4.234976
Viet Nam;2024;Food price inflation;March;%;4.049616
Viet Nam;2024;Food price inflation;April;%;4.319937
Viet Nam;2024;Food price inflation;May;%;4.471048
Viet Nam;2024;Food price inflation;June;%;4.658236
Viet Nam;2024;Food price inflation;July;%;4.268236
Viet Nam;2024;Food price inflation;August;%;3.738612
Viet Nam;2024;Food price inflation;September;%;3.942224
Viet Nam;2024;Food price inflation;October;%;4.447161
Viet Nam;2024;Food price inflation;November;%;4.118059
Viet Nam;2024;Food price inflation;December;%;3.874055
Viet Nam;2025;Food price inflation;January;%;4.421999
Viet Nam;2025;Food price inflation;February;%;3.099203
Viet Nam;2025;Food price inflation;March;%;3.832106
Viet Nam;2025;Food price inflation;April;%;4.066086
Viet Nam;2025;Food price inflation;May;%;3.718729
Viet Nam;2025;Food price inflation;June;%;2.996164
Viet Nam;2025;Food price inflation;July;%;2.883312
Viet Nam;2025;Food price inflation;August;%;2.558748
Viet Nam;2025;Food price inflation;September;%;2.020846
Viet Nam;2025;Food price inflation;October;%;1.282348
Viet Nam;2025;Food price inflation;November;%;1.502711
Viet Nam;2025;Food price inflation;December;%;2.393793
