Area;Year;Item;Months;Unit;Value
Egypt;2016;Food price inflation;October;%;13.822556
Egypt;2016;Food price inflation;November;%;21.496595
Egypt;2016;Food price inflation;December;%;28.348572
Egypt;2017;Food price inflation;January;%;37.238117
Egypt;2017;Food price inflation;February;%;40.518507
Egypt;2017;Food price inflation;March;%;41.834564
Egypt;2017;Food price inflation;April;%;43.574038
Egypt;2017;Food price inflation;May;%;41.09749
Egypt;2017;Food price inflation;June;%;40.289323
Egypt;2017;Food price inflation;July;%;42.338417
Egypt;2017;Food price inflation;August;%;41.608414
Egypt;2017;Food price inflation;September;%;41.223595
Egypt;2017;Food price inflation;October;%;39.562645
Egypt;2017;Food price inflation;November;%;32.292052
Egypt;2017;Food price inflation;December;%;25.163303
Egypt;2018;Food price inflation;January;%;16.851688
Egypt;2018;Food price inflation;February;%;13.19794
Egypt;2018;Food price inflation;March;%;11.849703
Egypt;2018;Food price inflation;April;%;11.056539
Egypt;2018;Food price inflation;May;%;8.555244
Egypt;2018;Food price inflation;June;%;10.136963
Egypt;2018;Food price inflation;July;%;9.641545
Egypt;2018;Food price inflation;August;%;11.633546
Egypt;2018;Food price inflation;September;%;16.466695
Egypt;2018;Food price inflation;October;%;20.223915
Egypt;2018;Food price inflation;November;%;18.687633
Egypt;2018;Food price inflation;December;%;11.201041
Egypt;2019;Food price inflation;February;%;15.424718
Egypt;2019;Food price inflation;March;%;15.164679
Egypt;2019;Food price inflation;April;%;13.009836
Egypt;2019;Food price inflation;May;%;15.063806
Egypt;2019;Food price inflation;June;%;10.340448
Egypt;2019;Food price inflation;July;%;9.027388
Egypt;2019;Food price inflation;August;%;6.92842
Egypt;2019;Food price inflation;September;%;0.280917
Egypt;2019;Food price inflation;October;%;-4.815464
Egypt;2019;Food price inflation;November;%;-4.560846
Egypt;2019;Food price inflation;December;%;1.781268
Egypt;2020;Food price inflation;January;%;2.621955
Egypt;2020;Food price inflation;February;%;-0.893384
Egypt;2020;Food price inflation;March;%;-1.73511
Egypt;2020;Food price inflation;April;%;1.326411
Egypt;2020;Food price inflation;May;%;-0.654163
Egypt;2020;Food price inflation;June;%;0.13022
Egypt;2020;Food price inflation;July;%;-1.530637
Egypt;2020;Food price inflation;August;%;-4.085596
Egypt;2020;Food price inflation;September;%;-2.617988
Egypt;2020;Food price inflation;October;%;-0.701093
Egypt;2020;Food price inflation;November;%;3.576235
Egypt;2020;Food price inflation;December;%;2.80249
Egypt;2021;Food price inflation;January;%;-0.500244
Egypt;2021;Food price inflation;February;%;-0.476436
Egypt;2021;Food price inflation;March;%;1.088659
Egypt;2021;Food price inflation;April;%;-0.238343
Egypt;2021;Food price inflation;May;%;1.760079
Egypt;2021;Food price inflation;June;%;3.402153
Egypt;2021;Food price inflation;July;%;4.831571
Egypt;2021;Food price inflation;August;%;6.594
Egypt;2021;Food price inflation;September;%;10.608259
Egypt;2021;Food price inflation;October;%;11.580856
Egypt;2021;Food price inflation;November;%;8.117877
Egypt;2021;Food price inflation;December;%;8.379639
Egypt;2022;Food price inflation;January;%;12.43197
Egypt;2022;Food price inflation;February;%;17.64844
Egypt;2022;Food price inflation;March;%;19.722498
Egypt;2022;Food price inflation;April;%;25.968992
Egypt;2022;Food price inflation;May;%;24.80916
Egypt;2022;Food price inflation;June;%;22.380952
Egypt;2022;Food price inflation;July;%;22.369668
Egypt;2022;Food price inflation;August;%;23.127962
Egypt;2022;Food price inflation;September;%;21.703297
Egypt;2022;Food price inflation;October;%;23.934723
Egypt;2022;Food price inflation;November;%;29.96357
Egypt;2022;Food price inflation;December;%;37.25851
Egypt;2023;Food price inflation;January;%;47.927928
Egypt;2023;Food price inflation;February;%;61.757106
Egypt;2023;Food price inflation;March;%;62.996689
Egypt;2023;Food price inflation;April;%;54.769231
Egypt;2023;Food price inflation;May;%;60.015291
Egypt;2023;Food price inflation;June;%;65.836576
Egypt;2023;Food price inflation;July;%;68.319132
Egypt;2023;Food price inflation;August;%;71.362587
Egypt;2023;Food price inflation;September;%;73.589165
Egypt;2023;Food price inflation;October;%;71.250914
Egypt;2023;Food price inflation;November;%;64.470918
Egypt;2023;Food price inflation;December;%;60.522788
Egypt;2024;Food price inflation;January;%;47.868453
Egypt;2024;Food price inflation;February;%;50.905218
Egypt;2024;Food price inflation;March;%;44.946673
Egypt;2024;Food price inflation;April;%;40.506958
Egypt;2024;Food price inflation;May;%;30.960344
Egypt;2024;Food price inflation;June;%;31.956828
Egypt;2024;Food price inflation;July;%;29.774505
Egypt;2024;Food price inflation;August;%;28.975741
Egypt;2024;Food price inflation;September;%;27.741656
Egypt;2024;Food price inflation;October;%;27.296027
Egypt;2024;Food price inflation;November;%;24.584576
Egypt;2024;Food price inflation;December;%;20.292276
Egypt;2025;Food price inflation;January;%;20.799012
Egypt;2025;Food price inflation;February;%;3.740296
Egypt;2025;Food price inflation;March;%;6.622285
Egypt;2025;Food price inflation;April;%;6.013442
Egypt;2025;Food price inflation;May;%;10.981394
Egypt;2025;Food price inflation;June;%;6.899004
Egypt;2025;Food price inflation;July;%;3.404255
Egypt;2025;Food price inflation;August;%;2.055033
Egypt;2025;Food price inflation;September;%;1.357313
Egypt;2025;Food price inflation;October;%;1.475281
Egypt;2025;Food price inflation;November;%;0.76351
Egypt;2025;Food price inflation;December;%;1.533732
India;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;96.47486
India;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;96.47486
India;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;96.709973
India;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;97.1802
India;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;97.963911
India;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;99.766447
India;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;100.471788
India;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;102.117581
India;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;102.822922
India;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;103.528262
India;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;103.998488
India;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;102.979664
India;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;102.901293
India;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;101.804097
India;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;101.725726
India;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;103.293148
India;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;105.017313
India;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;107.211705
India;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;108.465643
India;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;108.073787
India;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;107.054962
India;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;107.368447
India;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;106.663107
India;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;105.017313
India;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;104.311973
India;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;104.233602
India;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;104.311973
India;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;104.625457
India;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;104.7822
India;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;105.957767
India;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;108.93587
India;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;110.189808
India;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;108.93587
India;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;109.797952
India;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;111.365375
India;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;110.111437
India;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;109.092612
India;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;107.838674
India;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;107.525189
India;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;107.760303
India;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;108.230529
India;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;109.249354
India;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;110.816777
India;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;111.05189
India;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;110.033065
India;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;109.64121
India;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;109.484467
India;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;108.308901
India;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;107.681932
India;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;107.760303
India;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;108.230529
India;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;109.249354
India;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;110.424921
India;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;111.835601
India;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;113.403024
India;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;114.343477
India;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;115.20556
India;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;117.243209
India;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;119.045745
India;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;121.47525
India;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;120.299683
India;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;117.948549
India;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;116.694611
India;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;120.691539
India;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;119.672714
India;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;120.691539
India;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;123.042673
India;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;123.826384
India;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;126.491003
India;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;129.07725
India;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;129.625848
India;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;126.177518
India;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;123.5129
India;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;122.964302
India;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;122.807559
India;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;123.826384
India;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;125.942405
India;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;127.431456
India;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;128.528652
India;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;128.450281
India;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;128.528652
India;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;131.428384
India;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;132.995806
India;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;131.820239
India;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;130.409559
India;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;130.252817
India;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;131.976982
India;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;133.857889
India;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;135.817167
India;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;137.071105
India;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;137.149476
India;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;138.168301
India;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;139.343868
India;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;139.030383
India;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;138.403414
India;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;137.854816
India;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;138.481785
India;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;138.403414
India;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;138.716899
India;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;139.422239
India;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;140.362692
India;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;143.497538
India;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;151.648135
India;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;150.864424
India;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;148.121434
India;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;149.610486
India;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;150.942795
India;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;149.845599
India;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;148.983517
India;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;149.140259
India;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;149.453743
India;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;150.394197
India;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;151.413022
India;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;155.48832
India;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;159.328506
India;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;158.858279
India;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;160.504073
India;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;164.109145
India;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;163.325433
India;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;161.366155
India;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;157.447599
India;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;154.861351
India;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;153.764155
India;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;153.607413
India;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;153.685784
India;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;155.253207
India;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;157.996196
India;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;158.93665
India;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;158.309681
India;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;157.996196
India;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;158.779908
India;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;158.388052
India;2015;Food price inflation;January;%;6.303972
India;2015;Food price inflation;February;%;6.764961
India;2015;Food price inflation;March;%;6.287683
India;2015;Food price inflation;April;%;5.442177
India;2015;Food price inflation;May;%;5.130362
India;2015;Food price inflation;June;%;5.730897
India;2015;Food price inflation;July;%;2.806736
India;2015;Food price inflation;August;%;2.922591
India;2015;Food price inflation;September;%;4.292528
India;2015;Food price inflation;October;%;5.342903
India;2015;Food price inflation;November;%;6.07514
India;2015;Food price inflation;December;%;6.31068
India;2016;Food price inflation;January;%;6.661251
India;2016;Food price inflation;February;%;5.523964
India;2016;Food price inflation;March;%;5.186386
India;2016;Food price inflation;April;%;6.290323
India;2016;Food price inflation;June;%;7.462687
India;2016;Food price inflation;July;%;7.956318
India;2016;Food price inflation;August;%;5.832694
India;2016;Food price inflation;September;%;4.115854
India;2016;Food price inflation;October;%;3.709311
India;2016;Food price inflation;November;%;2.56217
India;2016;Food price inflation;December;%;1.978691
India;2017;Food price inflation;January;%;1.370906
India;2017;Food price inflation;February;%;2.386451
India;2017;Food price inflation;March;%;2.542373
India;2017;Food price inflation;April;%;1.289833
India;2017;Food price inflation;May;%;-0.223881
India;2017;Food price inflation;June;%;-1.169591
India;2017;Food price inflation;July;%;0.433526
India;2017;Food price inflation;August;%;1.957941
India;2017;Food price inflation;September;%;1.756955
India;2017;Food price inflation;October;%;2.262774
India;2017;Food price inflation;November;%;4.408523
India;2017;Food price inflation;December;%;4.850746
India;2018;Food price inflation;January;%;4.58302
India;2018;Food price inflation;February;%;3.458647
India;2018;Food price inflation;March;%;3.080391
India;2018;Food price inflation;April;%;2.996255
India;2018;Food price inflation;May;%;3.29095
India;2018;Food price inflation;June;%;3.106509
India;2018;Food price inflation;July;%;1.726619
India;2018;Food price inflation;August;%;0.782361
India;2018;Food price inflation;September;%;1.007194
India;2018;Food price inflation;October;%;-0.142755
India;2018;Food price inflation;November;%;-1.688951
India;2018;Food price inflation;December;%;-1.637011
India;2019;Food price inflation;January;%;-1.293103
India;2019;Food price inflation;February;%;-0.072674
India;2019;Food price inflation;March;%;0.655977
India;2019;Food price inflation;April;%;1.381818
India;2019;Food price inflation;May;%;2.027516
India;2019;Food price inflation;June;%;2.367288
India;2019;Food price inflation;July;%;2.333805
India;2019;Food price inflation;August;%;2.964008
India;2019;Food price inflation;September;%;4.700855
India;2019;Food price inflation;October;%;6.933524
India;2019;Food price inflation;November;%;8.732999
India;2019;Food price inflation;December;%;12.156295
India;2020;Food price inflation;January;%;11.717613
India;2020;Food price inflation;February;%;9.454545
India;2020;Food price inflation;March;%;7.82042
India;2020;Food price inflation;April;%;10.473458
India;2020;Food price inflation;May;%;8.374734
India;2020;Food price inflation;June;%;7.918711
India;2020;Food price inflation;July;%;8.500346
India;2020;Food price inflation;August;%;8.293352
India;2020;Food price inflation;September;%;9.795918
India;2020;Food price inflation;October;%;10.093583
India;2020;Food price inflation;November;%;8.887426
India;2020;Food price inflation;December;%;3.870968
India;2021;Food price inflation;January;%;2.67101
India;2021;Food price inflation;February;%;4.252492
India;2021;Food price inflation;March;%;5.238415
India;2021;Food price inflation;April;%;2.597403
India;2021;Food price inflation;May;%;5.239031
India;2021;Food price inflation;June;%;5.584416
India;2021;Food price inflation;July;%;4.458599
India;2021;Food price inflation;August;%;3.734177
India;2021;Food price inflation;September;%;1.610905
India;2021;Food price inflation;October;%;1.821494
India;2021;Food price inflation;November;%;2.599758
India;2021;Food price inflation;December;%;4.47205
India;2022;Food price inflation;January;%;5.583756
India;2022;Food price inflation;February;%;5.927342
India;2022;Food price inflation;March;%;7.466496
India;2022;Food price inflation;April;%;8.101266
India;2022;Food price inflation;May;%;7.840697
India;2022;Food price inflation;June;%;7.564576
India;2022;Food price inflation;July;%;6.707317
India;2022;Food price inflation;August;%;7.565589
India;2022;Food price inflation;September;%;8.414634
India;2022;Food price inflation;October;%;5.784138
India;2022;Food price inflation;November;%;4.065999
India;2022;Food price inflation;December;%;4.577883
India;2023;Food price inflation;January;%;6.189904
India;2023;Food price inflation;February;%;6.257521
India;2023;Food price inflation;March;%;5.106888
India;2023;Food price inflation;April;%;4.156909
India;2023;Food price inflation;May;%;3.346797
India;2023;Food price inflation;June;%;4.688393
India;2023;Food price inflation;July;%;10.571429
India;2023;Food price inflation;August;%;9.188883
India;2023;Food price inflation;September;%;6.299213
India;2023;Food price inflation;October;%;7.609921
India;2023;Food price inflation;November;%;9.060023
India;2023;Food price inflation;December;%;8.698124
India;2024;Food price inflation;January;%;7.583475
India;2024;Food price inflation;February;%;7.757644
India;2024;Food price inflation;March;%;7.740113
India;2024;Food price inflation;April;%;7.86959
India;2024;Food price inflation;May;%;7.872697
India;2024;Food price inflation;June;%;8.35609
India;2024;Food price inflation;July;%;5.064599
India;2024;Food price inflation;August;%;5.298701
India;2024;Food price inflation;September;%;8.359788
India;2024;Food price inflation;October;%;9.690938
India;2024;Food price inflation;November;%;8.203531
India;2024;Food price inflation;December;%;7.688285
India;2025;Food price inflation;January;%;5.68122
India;2025;Food price inflation;February;%;3.836048
India;2025;Food price inflation;March;%;2.884111
India;2025;Food price inflation;April;%;2.136529
India;2025;Food price inflation;May;%;1.501035
India;2025;Food price inflation;June;%;-0.15121
India;2025;Food price inflation;July;%;-0.836203
India;2025;Food price inflation;August;%;0.049334
India;2025;Food price inflation;September;%;-1.367187
India;2025;Food price inflation;October;%;-3.724928
India;2025;Food price inflation;November;%;-2.783109
India;2025;Food price inflation;December;%;-1.845556
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;99.72427
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;100.3676
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;100.1838
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;100.0919
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;100.1838
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;100.2757
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;99.17279
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;99.17279
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;99.90809
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;100.2757
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;100.5515
Italy;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;100.2757
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;100.1
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;100
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;99.8
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;100
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;100.4
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;100.5
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;99.8
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;100.1
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;100
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;100.1
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;100.6
Italy;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;101.1
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;102.4
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;103.8
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;102.6
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;102.2
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;102.3
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;101.5
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;100.7
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;100.9
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;101.4
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;102.2
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;102.5
Italy;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;102.6
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;103.7
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;103
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;103.1
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;103.4
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;104.2
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;103.9
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;103.1
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;103.1
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;102.9
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;102.9
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;103.4
Italy;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;103.4
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;104.4
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;104.8
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;104.2
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;103.8
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;104.6
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;104.2
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;103.9
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;104
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;103.6
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;103.7
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;104.2
Italy;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;104.2
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;105
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;105.1
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;105.3
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;106.7
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;107.3
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;106.7
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;105.4
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;105.1
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;104.8
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;105.1
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;105.6
Italy;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;105
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;105.7
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;105.5
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;105.5
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;106.2
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;106.5
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;106.1
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;105.5
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;105.9
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;106
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;106.3
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;107.2
Italy;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;108
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;109.5
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;110.6
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;111.6
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;113
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;114.4
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;115.7
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;116
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;117
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;118.4
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;120.7
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;121.8
Italy;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;122.2
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;123.3
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;125.2
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;126.3
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;126.7
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;127.9
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;128.4
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;128.4
